season,episode,dialouge
,,
3,19,"I'm keeping an eye on you.
"
,,
3,19,"If Lois sees this, she'll kill me.
"
,,
3,19," You can let go of my hand now.
"
,,
3,19," You can let go of mine.
"
,,
3,19," Oh...
"
,,
3,19," Crap.
"
,,
3,19,"I can't tell you how wonderful
"
,,
3,19,"it's been to see you.
"
,,
3,19,"It's a crime that it's been so long.
"
,,
3,19,"We were so close.
"
,,
3,19,"We could get together for coffee, catch up.
"
,,
3,19,"Well... I don't know, Ross. I'm married now.
"
,,
3,19,"So am I. Does that mean we're not allowed
"
,,
3,19,"to stay in touch with old friends?
"
,,
3,19,"Tell you what. If you change
"
,,
3,19,"your mind, here's my card.
"
,,
3,19,"Look, Dad. They have 12-packs of kidneys!
"
,,
3,19,"You got to buy the cooler, too.
"
,,
3,19,"That's how they get you.
"
,,
3,19," OK, thanks.
"
,,
3,19," Well?
"
,,
3,19,"The good news is they make
"
,,
3,19,"a solvent that'll get us unstuck.
"
,,
3,19,"But it takes two weeks for delivery.
"
,,
3,19,"We're stuck like this for a bloody fortnight?!
"
,,
3,19," You cannot tell Lois about this.
"
,,
3,19," What if I do?
"
,,
3,19," I have pictures of you in her wedding dress.
"
,,
3,19," You said there was no film in that camera!
"
,,
3,19," Stewie, it's time to change your diaper.
"
,,
3,19," Mind if I watch?
"
,,
3,19,"And I'm ashamed of myself
"
,,
3,19,"that I let Peter's jealousy prevent me
"
,,
3,19,"from rekindling an old friendship
"
,,
3,19,"just because it was with a man.
"
,,
3,19,"Peter's not very understanding
"
,,
3,19,"when it comes to you and other men.
"
,,
3,19,"Like that time at the movies?
"
,,
3,19,"I... I... this is... My, this is terribly awkward.
"
,,
3,19,"But I... I wanted to tell you something.
"
,,
3,19,"But I... I seem to be
"
,,
3,19,"so charmingly befuddled.
"
,,
3,19," Ah, that Hugh Grant is so handsome.
"
,,
3,19," Oh, is that how it is?
"
,,
3,19,"Come here, you home-wrecking bastard!
"
,,
3,19,"Don't do it, Dad! He's bigger than you!
"
,,
3,19,"And when you went to that concert?
"
,,
3,19,"Thank you. Thank you very much.
"
,,
3,19,"This next one is for all the ladies out there.
"
,,
3,19,"Then there was last Saturday night.
"
,,
3,19," Oh, look at that handsome man.
"
,,
3,19," You son of a bitch!
"
,,
3,19,"I can't let Peter's irrational
"
,,
3,19,"emotions run my life!
"
,,
3,19,"I'm gonna call Ross and see
"
,,
3,19,"if it's not too late for his offer.
"
,,
3,19," Would you mind finishing up?
"
,,
3,19," Sure.
"
,,
3,19,"Yes, do you like cleaning my doody, Brian?
"
,,
3,19,"Say it. Say ""I like cleaning your doody,
"
,,
3,19,"Stewie. "" Ha! Don't forget the taint.
"
,,
3,19,"TC, fly the chopper around the island.
"
,,
3,19,"I'll talk to the women.
"
,,
3,19," Tattoo here will look out for the kidnappers.
"
,,
3,19," Higgins.
"
,,
3,19,"We'll need security to unlock
"
,,
3,19,"the gate for me. OK, Tattoo?
"
,,
3,19," It's Higgins.
"
,,
3,19," What?
"
,,
3,19,"The name is Higgins.
"
,,
3,19," What's your name?
"
,,
3,19," Tattoo.
"
,,
3,19,"Oh, Peter. I'm just...
"
,,
3,19,"gonna go out for a few hours.
"
,,
3,19,"So, I... I'll return in... a few hours.
"
,,
3,19,"Yeah, I'll do it when this is over.
"
,,
3,19,"Hey, Lois, can you grab me a beer?
"
,,
3,19," Lois?
"
,,
3,19," Dad, I think she went out.
"
,,
3,19," Then you be Lois.
"
,,
3,19," OK.
"
,,
3,19,"Lois, can you grab me a beer?
"
,,
3,19,"Oh, my God! You've really let yourself go!
"
,,
3,19,"Maybe if you bought me
"
,,
3,19,"nice clothes once in a while!
"
,,
3,19,"Peter Griffin, we know you're in there!
"
,,
3,19,"Come out with your hands up!
"
,,
3,19,"Fooled ya!
"
,,
3,19,"You sure did. What the hell is this?
"
,,
3,19,"The new police surveillance van.
"
,,
3,19,"We're going on a beer run. Wanna join us?
"
,,
3,19,"I quit drinking. I might be an alcoholic.
"
,,
3,19," What?
"
,,
3,19," Oh, my God!
"
,,
3,19,"Fooled ya! Come on. Let's go drink
"
,,
3,19,"till we can't feel feelings any more.
"
,,
3,19,"This van has the latest in
"
,,
3,19,"law-enforcement technology. Watch.
"
,,
3,19,"Suspect! Suspect!
"
,,
3,19,"You have the right to remain silent!
"
,,
3,19,"Sweet.
"
,,
3,19," Let me try.
"
,,
3,19," Cleveland, don't!
"
,,
3,19,"Minority suspect! Minority suspect!
"
,,
3,19,"Danger, he's got a gun!
"
,,
3,19,"Oh! Ow! Ow! Oh! Ow! Oh! Ow!
"
,,
3,19,"Hey, Joe! The van's gone!
"
,,
3,19,"It's got a cloaking device that
"
,,
3,19,"disguises it as two homeless guys
"
,,
3,19,"fighting over a wedge of cheese.
"
,,
3,19,"Peter, isn't that Lois
"
,,
3,19,"over there in that diner?
"
,,
3,19," Why would Lois be there? I already ate.
"
,,
3,19," Take a look.
"
,,
3,19,"Oh, my God! That is Lois!
"
,,
3,19,"Why the hell would she...
"
,,
3,19,"Whoa. I can see your skin cells.
"
,,
3,19,"I saw you on Scientific American.
"
,,
3,19,"You looked great.
"
,,
3,19," Please! Where my eyes are half-closed?
"
,,
3,19," God, just take the damn compliment!
"
,,
3,19," What is Lois doing with another man?
"
,,
3,19," Is it possible she's a whore?
"
,,
3,19,"Just on weekends? To help pay for
"
,,
3,19,"her mom's dialysis? As in my fantasy?
"
,,
3,19,"Let's start over. Hi, I'm Quagmire.
"
,,
3,19," I wish I knew what she was saying.
"
,,
3,19," I think I can help.
"
,,
3,19,"Oh, your wife and children are beautiful. It's
"
,,
3,19,"so good to catch up, Ross. I'm glad I called.
"
,,
3,19,"I'm glad you did, too.
"
,,
3,19,"Was your husband OK with you coming?
"
,,
3,19,"Uh... Yes, he turned out
"
,,
3,19,"to be just fine with it.
"
,,
3,19,"All right. Let's see what we can pick up.
"
,,
3,19,"Please don't spit in my eggs.
"
,,
3,19,"Please don't spit in my eggs.
"
,,
3,19,"Thank you for the eggs!
"
,,
3,19,"I hope he didn't spit in my eggs.
"
,,
3,19,"Doug, I spit in that guy's eggs.
"
,,
3,19,"Our armies are ready.
"
,,
3,19,"We will leave the sewers
"
,,
3,19,"and strike back at the humans
"
,,
3,19,"in the overworld.
"
,,
3,19,"I'm glad we both found someone
"
,,
3,19,"to make us happy.
"
,,
3,19,"I enjoy being with you, Ross.
"
,,
3,19,"I'm having a great time.
"
,,
3,19,"Oh, my God! That's who that is.
"
,,
3,19,"Ross Fishman, Lois's old boyfriend.
"
,,
3,19," We're losing them.
"
,,
3,19," I gotta hear more.
"
,,
3,19,"The power's not supposed to go that high!
"
,,
3,19,"Damn itch. I wonder who gave it to me.
"
,,
3,19,"Probably that skank who needed a ride.
"
,,
3,19,"Last time I do somebody a favour.
"
,,
3,19,"Oh, God! They must have heard me!
"
,,
3,19,"Oh, God! I can hear me!
"
,,
3,19,"Ugh! What the hell
"
,,
3,19,"do you think you're doing?!
"
,,
3,19,"I'm cleaning myself.
"
,,
3,19,"You were clean 15 minutes ago.
"
,,
3,19,"Now you're just on vacation.
"
,,
3,19,"So, Lois is seeing old boyfriends, huh?
"
,,
3,19,"Well, two can play at that game.
"
,,
3,19,"I just gotta find my little black book.
"
,,
3,19,"Ah, here it is.
"
,,
3,19," Brenda?
"
,,
3,19," Peter! Oh, my God. It's been 25 years!
"
,,
3,19,"Yeah. So, I guess you're married now, huh?
"
,,
3,19,"Yeah.
"
,,
3,19,"Hey, Ricky, you were right! I was pregnant!
"
,,
3,19,"Hey, what's up, Pete? Long time no see.
"
,,
3,19,"Patty, the years have been great to you.
"
,,
3,19," I owe that to my better half.
"
,,
3,19," Who is it, sir?
"
,,
3,19," Angie?
"
,,
3,19," Peter? Oh, my God! Oh, my God! Come in!
"
,,
3,19,"Uh... what is all this stuff?
"
,,
3,19,"Peter, I have been waiting
"
,,
3,19,"for this moment for 25 years!
"
,,
3,19,"I haven't washed my hand
"
,,
3,19,"since you touched it.
"
,,
3,19,"Oh, my God! That's disgusting!
"
,,
3,19,"And look! Look! I left the toilet just
"
,,
3,19,"as it was the night we went to the prom.
"
,,
3,19,"It's the little piece of you
"
,,
3,19,"that's kept your memory alive.
"
,,
3,19,"But now I have you back.
"
,,
3,19,"Oh, well. At least I still have you.
"
,,
3,19,"You hungry?
"
,,
3,19,"Oh, crap.
"
,,
3,19,"Let me handle this.
"
,,
3,19,"You were going 65, fella. That's ten miles
"
,,
3,19,"over the... Why are you holding his hand?
"
,,
3,19," We met on the Internet.
"
,,
3,19," Shut up!
"
,,
3,19,"He lured me to the park with promises
"
,,
3,19,"of candy and funny stories.
"
,,
3,19," Ever hear of super industrial adhesive?
"
,,
3,19," Actually, yes, we have.
"
,,
3,19," Dad, why do you keep looking at the door?
"
,,
3,19," Oh, Meg. You and your drugs.
"
,,
3,19,"I wonder who that could be.
"
,,
3,19," Peter Gifford?
"
,,
3,19," My God! Dora, my old girlfriend.
"
,,
3,19,"What a surprise that you would look me up!
"
,,
3,19,"You always thought I was so handsome.
"
,,
3,19,"Peter, can I see you in the other room?
"
,,
3,19," Yeah, go. Say it.
"
,,
3,19," Should I?
"
,,
3,19," I can't.
"
,,
3,19," Just say it.
"
,,
3,19,"How far can you get this banana...
"
,,
3,19,"I can't say it. She's looking right at me.
"
,,
3,19,"What the hell is this about?
"
,,
3,19," It's about you and Ross Fishman!
"
,,
3,19," What?!
"
,,
3,19,"I saw you and him breaking
"
,,
3,19,"the Fifth Commandment!
"
,,
3,19,"Congress passes these things for a reason!
"
,,
3,19,"That's it! You're suffocating me
"
,,
3,19,"with your jealousy. I can't take it any more.
"
,,
3,19,"I'm calling a marriage counsellor.
"
,,
3,19,"I can't even have coffee with a friend!
"
,,
3,19," What is your problem?!
"
,,
3,19," You want to know what my problem is?
"
,,
3,19," I love too much!
"
,,
3,19," What are you talking about?
"
,,
3,19," Don't you see? We're alive!
"
,,
3,19," You're scaring me.
"
,,
3,19,"Good! Embrace the fear! Dance with me,
"
,,
3,19,"Lois. Dance the dance of life!
"
,,
3,19,"Maybe you should call that counsellor.
"
,,
3,19,"Mr and Mrs Griffin,
"
,,
3,19,"I've reviewed your situation.
"
,,
3,19," I have a suggestion.
"
,,
3,19," We'll do whatever it takes.
"
,,
3,19,"I'd like to put video cameras
"
,,
3,19,"in every room of your house
"
,,
3,19,"so I can observe your
"
,,
3,19,"uncensored behaviour.
"
,,
3,19,"Just like that show Big Brother.
"
,,
3,19,"Except somebody'll be watching.
"
,,
3,19,"I've looked through the footage.
"
,,
3,19,"I've compiled an accurate cross section
"
,,
3,19,"of your home life. Here are the results.
"
,,
3,19," Peter, give Chris a spanking.
"
,,
3,19," OK.
"
,,
3,19,"Chris, I'm watching the game.
"
,,
3,19,"You know what to do.
"
,,
3,19,"Ow! Ow! Ow! Ow!
"
,,
3,19,"This hurts me more than it hurts you. Ow!
"
,,
3,19,"""Dear Diary, Kevin is so hot. ""
"
,,
3,19,"""Today he was out
"
,,
3,19,"in the yard raking leaves. ""
"
,,
3,19,"""God, I wish he'd throw me
"
,,
3,19,"into that pile of leaves. ""
"
,,
3,19,"Hey, what's everybody...
"
,,
3,19,"Oh, my God! My diary! I hate you all!
"
,,
3,19,"Keep going.
"
,,
3,19,"No. It's step, hip, step, pivot.
"
,,
3,19,"Are you trying to piss off the volcano?
"
,,
3,19,"Get my back, would you?
"
,,
3,19,"Oh, that's it. Ooh, that feels good.
"
,,
3,19," Can you give me a hand with this jar?
"
,,
3,19," Oh, for heaven's sake, Peter.
"
,,
3,19,"Gotcha.
"
,,
3,19,"To be honest, I've never seen
"
,,
3,19,"such dysfunction.
"
,,
3,19,"Mr and Mrs Griffin, what I'm about
"
,,
3,19,"to suggest may seem unorthodox.
"
,,
3,19,"I recommend a trial separation, during which
"
,,
3,19,"time I advise that you date other people.
"
,,
3,19,"I believe this will help you
"
,,
3,19,"gather perspective.
"
,,
3,19," Date other people?!
"
,,
3,19," Oh, my God!
"
,,
3,19,"I realise this is upsetting.
"
,,
3,19,"That's why I've invited Howie Mandel
"
,,
3,19,"to lighten the mood by blowing up
"
,,
3,19,"a surgical glove with his nose.
"
,,
3,19,"This feels really weird, Lois.
"
,,
3,19,"I know. But maybe the doctor's right.
"
,,
3,19,"This time apart could be good for us.
"
,,
3,19,"I don't know. Splitting up didn't work
"
,,
3,19,"too well for Pacman and his wife.
"
,,
3,19," Forget about her.
"
,,
3,19," You're too good for her anyway.
"
,,
3,19," Cheer up, man.
"
,,
3,19," Hey, you want to eat us? Huh?
"
,,
3,19," We're turning blue!
"
,,
3,19," I've got nowhere to run.
"
,,
3,19,"He's gonna get us!
"
,,
3,19," Oh.
"
,,
3,19," Oh.
"
,,
3,19,"He's not budging.
"
,,
3,19,"Come on. Let's go to Qbert's.
"
,,
3,19," I appreciate you putting me up, Cleveland.
"
,,
3,19," Our house is your house, Peter.
"
,,
3,19,"I'd sit here and chat, but I need
"
,,
3,19,"to get back upstairs to Loretta
"
,,
3,19,"because it's our anniversary
"
,,
3,19,"and the getting's good.
"
,,
3,19,"Ow! Ow! Ow! Ow! Ow! Ow!
"
,,
3,19,"When is it gonna be my turn?
"
,,
3,19,"Ow! Ow! Ow! Ow!
"
,,
3,19,"You are welcome to stay
"
,,
3,19,"as long as you like.
"
,,
3,19,"Thanks, Muriel. So, what do you guys
"
,,
3,19,"do for fun around here?
"
,,
3,19,"We like to watch old movies
"
,,
3,19,"while listening to ""Hotel California""
"
,,
3,19,"to see if it syncs up in a significant way.
"
,,
3,19,"And so far, no. Nothing has.
"
,,
3,19," Hello?
"
,,
3,19," Is Peter there?
"
,,
3,19,"Oh, hi, Quagmire. No, Peter's not home.
"
,,
3,19,"We're... we're having
"
,,
3,19,"some minor marital problems.
"
,,
3,19,"Our therapist has advised us
"
,,
3,19,"to date other people.
"
,,
3,19," Hey, Lois, you want to go out?
"
,,
3,19," What? I don't know, Glen.
"
,,
3,19,"Peter and I just separated.
"
,,
3,19,"I feel like I need more time.
"
,,
3,19," How about now?
"
,,
3,19," We are supposed to see other people.
"
,,
3,19,"I guess it's better to go out
"
,,
3,19,"with you than some sex pervert.
"
,,
3,19,"I'm in! Giggetty-gaggety-gaggety-goo!
"
,,
3,19,"Oh. God blast it!
"
,,
3,19,"Will you hold it for five seconds?!
"
,,
3,19,"OK.
"
,,
3,19,"So, Mr Griffin, how does it feel
"
,,
3,19,"to be a bachelor on the prowl again?
"
,,
3,19,"It's not as great as you'd think. I don't have
"
,,
3,19,"the same way with women that I used to.
"
,,
3,19,"That was nice. That was nice.
"
,,
3,19,"I had a great time with you today,
"
,,
3,19,"beautiful stranger. What's your sign?
"
,,
3,19,"Gross. I still think
"
,,
3,19,"you're neat, though.
"
,,
3,19,"You should try a video dating service.
"
,,
3,19,"That's how Muriel and I met.
"
,,
3,19,"Let me show you Mort's tape.
"
,,
3,19,"He was so charming.
"
,,
3,19,"Agh! Oh, my eyes! Could you please
"
,,
3,19,"turn down that very bright light?
"
,,
3,19,"It's burning my retinas.
"
,,
3,19,"Ladies, I'm a very desperate man.
"
,,
3,19,"My name is Mort and I live with my mother.
"
,,
3,19,"And I have very low standards.
"
,,
3,19,"Oh, God!
"
,,
3,19,"There's blood in my mucus!
"
,,
3,19,"Agh! What the hell is wrong with you?!
"
,,
3,19,"Hey, there's the mail! Oh, finally.
"
,,
3,19,"It takes an hour for the solvent to take effect.
"
,,
3,19,"What takes an hour? We could watch
"
,,
3,19,"Rita Rudner do five minutes of stand-up.
"
,,
3,19,"Ba-zing.
"
,,
3,19,"We're gonna have a swell time tonight, Lois.
"
,,
3,19,"Thank you for being such a good friend
"
,,
3,19,"and looking after me.
"
,,
3,19,"No problem. It's chilly out,
"
,,
3,19,"so I brought you a jacket.
"
,,
3,19," Oh. No, thanks. I'll be fine.
"
,,
3,19," Please?
"
,,
3,19,"Muriel and I feel that you need to follow
"
,,
3,19,"your therapist's advice and start dating.
"
,,
3,19," Jeez, Mort. I don't know if I'm ready.
"
,,
3,19," Come on, stud.
"
,,
3,19,"We've set it up for you
"
,,
3,19,"to go out with our niece.
"
,,
3,19,"Honey! Come on out here
"
,,
3,19,"and meet Peter Griffin.
"
,,
3,19,"This is our niece, Jennifer Love Hewitt.
"
,,
3,19," Nice to meet you.
"
,,
3,19," All right, I'm getting up.
"
,,
3,19,"Hi. Peter Griffin. We can go anywhere except
"
,,
3,19,"the disco. They don't let me in any more.
"
,,
3,19,"Ow! Crafty Mexicans and your glass candy.
"
,,
3,19," What's going on?
"
,,
3,19," There's a girl in that well.
"
,,
3,19," Oh, my God!
"
,,
3,19," Nobody has arms long enough to reach her.
"
,,
3,19,"Except that guy. But he's helping
"
,,
3,19,"that woman tickle a midget.
"
,,
3,19,"Tee-hee. Stop it. Tee-hee.
"
,,
3,19,"Oh, God, you want to rescue her, don't you?
"
,,
3,19,"It's times like this I wish they'd
"
,,
3,19,"used me for stem-cell research.
"
,,
3,19,"Help me!
"
,,
3,19,"It rubs the lotion on its skin,
"
,,
3,19,"or else it gets the hose again. Ha!
"
,,
3,19,"All right, I'm gonna lower you in.
"
,,
3,19,"I just noticed. How often do you see
"
,,
3,19,"a 17th-century well in this day and age?
"
,,
3,19," Hurry up. The glue's wearing off!
"
,,
3,19," All right, all right!
"
,,
3,19,"We're not stuck together any more.
"
,,
3,19," Thank God!
"
,,
3,19," You said it.
"
,,
3,19," Want to hold hands on the walk home?
"
,,
3,19," Sure.
"
,,
3,19,"Susie! Thank God you're all right!
"
,,
3,19,"Wait a minute. This isn't my little girl.
"
,,
3,19,"Hey, that was my wife!
"
,,
3,19," Tee-hee!
"
,,
3,19," Tee-hee!
"
,,
3,19," I Know What You Did Last Summer?
"
,,
3,19," Never heard of it.
"
,,
3,19," The Devil and Daniel Webster?
"
,,
3,19," Nope.
"
,,
3,19," Party of Five?
"
,,
3,19," Was that a porno?
"
,,
3,19,"Sometimes you gotta do a lot of crap
"
,,
3,19,"before they put you in anything decent.
"
,,
3,19,"The food here is fantastic.
"
,,
3,19,"This is where I took Lois on our first date.
"
,,
3,19,"You ordered a pie for an appetiser?
"
,,
3,19,"I'll go to the john and fire one out in five
"
,,
3,19,"minutes. That should make room for dinner.
"
,,
3,19," Here's your table, Mr Quagmire.
"
,,
3,19," Thanks. How about drinks?
"
,,
3,19,"Martini for you and the usual
"
,,
3,19,"roofie colada for your date?
"
,,
3,19,"No, no, no. I wouldn't bring...
"
,,
3,19,"A glass of wine.
"
,,
3,19,"Oh, my God! That's Jennifer Love Hewitt!
"
,,
3,19,"Wow! I wonder who she's here with.
"
,,
3,19,"She could date any man she wanted to.
"
,,
3,19,"There. Made lots of room.
"
,,
3,19,"That sign in the bathroom about washing
"
,,
3,19,"your hands, that's for the staff, right?
"
,,
3,19," Technically, yes.
"
,,
3,19," That's what I thought. Great.
"
,,
3,19,"Oh, man! These all look good,
"
,,
3,19,"every one of 'em.
"
,,
3,19," You want some bread?
"
,,
3,19," No!
"
,,
3,19,"Peter, is that you?
"
,,
3,19,"Peter?! Oh, no! I can't let him see me!
"
,,
3,19,"It's OK, Quagmire. We're just doing
"
,,
3,19,"what the therapist said to do.
"
,,
3,19,"Peter, I think it's great you're out
"
,,
3,19,"with Jennifer Love Hewitt.
"
,,
3,19,"Hi. I loved you in Heartbreakers.
"
,,
3,19,"You be on your best behaviour.
"
,,
3,19," Here you go, sweetheart. Open up.
"
,,
3,19," No!
"
,,
3,19,"There you go. Isn't this romantic?
"
,,
3,19,"That's it! You have got to be the most vile,
"
,,
3,19,"disgusting human being I've ever met!
"
,,
3,19,"And I have never been
"
,,
3,19,"more turned-on in my life.
"
,,
3,19,"Hold on, toots!
"
,,
3,19,"I don't care what our therapist says.
"
,,
3,19,"I won't stand by and watch my husband
"
,,
3,19,"lock lips with another woman! Beat it!
"
,,
3,19," What's your problem, grandma?
"
,,
3,19," You are!
"
,,
3,19,"And I only saw Heartbreakers on a plane!
"
,,
3,19,"And the flight was delayed,
"
,,
3,19,"so the headphones were free!
"
,,
3,19,"Wow. That was pretty cool, Lois.
"
,,
3,19,"I guess I finally understand...
"
,,
3,19,"You better run, you little bitch!
"
,,
3,19,"I guess I finally understand
"
,,
3,19,"how you can get so jealous sometimes.
"
,,
3,19,"Seeing her kiss you like that
"
,,
3,19,"just made me crazy.
"
,,
3,19,"I guess we're gonna have to learn
"
,,
3,19,"to control our jealousy... together.
"
,,
3,19,"Together.
"
,,
3,19,"Ma'am, you dropped your napkin.
"
,,
3,19,"Here's your drink, sir.
"
,,
3,19,"We'll work on it later. I love you, Lois.
"
,,
3,19,"I love you too, Peter.
"
,,
3,19,"What a couple of freaks.
"
,,
3,19,"God, I need a drink.
"
,,
3,19,"Waiter! Martini and a roofie colada.
"
,,
3,19,"Visiontext Subtitles: Yasmin Rammohan
"
,,
3,19,"ENGLISH SDH
"
,,
3,20," It's 4 o'clock! Away with you!
"
,,
3,20," Change it back!
"
,,
3,20,"Jolly Farm Revue. The latest indoctrinating
"
,,
3,20,"pablum for children with not enough to do.
"
,,
3,20,"Hey! Shut up!
"
,,
3,20," Wakey wakey, children!
"
,,
3,20," Good morning, Mother Maggie.
"
,,
3,20,"The sun has risen on
"
,,
3,20,"another day in Jolly Farm.
"
,,
3,20,"Let's see what life's rich pageant
"
,,
3,20,"has in store for us.
"
,,
3,20,"She has the voice of an angel! And
"
,,
3,20,"a balcony you could do Shakespeare from.
"
,,
3,20,"Play your song, Melody Sheep,
"
,,
3,20,"to aid the little ones' nourishment.
"
,,
3,20,"But play softly,
"
,,
3,20,"for Pengrove Pig wishes to read aloud
"
,,
3,20,"from his magic tome
"
,,
3,20,"that holds every book ever written.
"
,,
3,20,"""It was difficult for the children of Ipswich
"
,,
3,20,"when the lollipop famine cursed them... ""
"
,,
3,20,"How can you stand watching this?
"
,,
3,20,"It's dreck and you know it.
"
,,
3,20,"Don't have the guts to respond, huh?
"
,,
3,20,"No defence of this unmitigated crap?
"
,,
3,20,"Commercial!
"
,,
3,20,"I'm getting some graham crackers.
"
,,
3,20,"Welcome to KISS Forum, Rhode Island Public
"
,,
3,20,"Access's most popular show about KISS.
"
,,
3,20," Lois, hurry! It's back on!
"
,,
3,20," Calm down. You know I wouldn't miss this.
"
,,
3,20,"OK, let's take a call.
"
,,
3,20,"You're on KISS Forum.
"
,,
3,20," KISS rules! Whoo!
"
,,
3,20," OK, good call. Good call.
"
,,
3,20,"All right. Hey, you're on KISS Forum.
"
,,
3,20," Yeah. KISS sucks!
"
,,
3,20," Whoa, whoa!
"
,,
3,20," Trace the call!
"
,,
3,20," They suck big time, man. They bite ass!
"
,,
3,20,"Wait... I recognise that voice!
"
,,
3,20,"Is this Dennis De Young,
"
,,
3,20,"lead singer from Styx? Come clean, man.
"
,,
3,20,"Yeah. Yeah, it's me. It's Dennis.
"
,,
3,20,"You jealous douche. How about I play
"
,,
3,20,"""Detroit Rock City"" and ""Come Sail Away""
"
,,
3,20,"and let's see how they stack up side by side.
"
,,
3,20,"You want that, you high-voiced bastard?!
"
,,
3,20,"We'll be right back after this.
"
,,
3,20,"Hey, didn't see you come in.
"
,,
3,20,"We're getting into shape for our tour.
"
,,
3,20,"We're playing five big shows in five days.
"
,,
3,20," So if you...
"
,,
3,20," Rock and roll!
"
,,
3,20,"Why don't you just
"
,,
3,20,"sit in the corner, huh? Go on.
"
,,
3,20,"So if you're a KISS fan in the Northeast,
"
,,
3,20,"come out for all five shows
"
,,
3,20,"of what we're calling KISS-Stock!
"
,,
3,20,"Hell, the Northeast! At times like this I curse
"
,,
3,20,"the fact that we live in French Polynesia.
"
,,
3,20," No, Peter, we're in the Northeast.
"
,,
3,20," Yeah? And KISS is coming to the Northeast.
"
,,
3,20,"That means... uh...
"
,,
3,20," That means...
"
,,
3,20," No, no, Lois. Don't help me.
"
,,
3,20,"It means we can do something...
"
,,
3,20,"Come on, Peter. You're almost there.
"
,,
3,20,"We can go to KISS-Stock!
"
,,
3,20," Yo, Lois!
"
,,
3,20," What?
"
,,
3,20,"I'm packing and can't find
"
,,
3,20,"my favourite underwear.
"
,,
3,20,"The pair with the rip in the right butt cheek
"
,,
3,20,"from stepping on 'em in the airplane
"
,,
3,20,"bathroom when you had the trots?
"
,,
3,20,"No, with the hole in the left butt cheek
"
,,
3,20,"from holding it in for two hours
"
,,
3,20,"cos it was a long church sermon and
"
,,
3,20,"I thought blowing gas would offend Jesus,
"
,,
3,20,"so I let it go in the vestibule
"
,,
3,20,"and it sounded like Louis Armstrong.
"
,,
3,20,"Oh, bottom drawer.
"
,,
3,20,"Tell Mother Maggie what you
"
,,
3,20,"want to be when you grow up.
"
,,
3,20," A scientist.
"
,,
3,20," A novelist.
"
,,
3,20,"A Cambridge don.
"
,,
3,20,"What's my future, coming from
"
,,
3,20,"these squalid surroundings?
"
,,
3,20,"Fighting with a dude at the Laundromat
"
,,
3,20,"because he hit on my baby's mama?
"
,,
3,20,"I should be there, not here!
"
,,
3,20,"London.
"
,,
3,20,"Dad, can me and Meg stay up late
"
,,
3,20,"every night when you're at KISS-Stock?
"
,,
3,20,"Do whatever you want.
"
,,
3,20,"Just don't eat from the candy tree.
"
,,
3,20,"He's right to caution you. I feed on children.
"
,,
3,20,"You don't mind
"
,,
3,20,"watching Stewie for a few days?
"
,,
3,20,"Nah. Since Jolly Farm Revue
"
,,
3,20,"came on, he's been distracted.
"
,,
3,20," It'll be a breeze.
"
,,
3,20," Bye, everyone.
"
,,
3,20,"My stupid parents are spending five days
"
,,
3,20,"following stupid old KISS around. It's painful.
"
,,
3,20,"Not as painful as a tyre iron
"
,,
3,20,"upside your head.
"
,,
3,20," What?
"
,,
3,20," I'll miss you!
"
,,
3,20,"Hey, Stewie, what do you want for lunch?
"
,,
3,20,"""Dear stupid dog, I've gone to live
"
,,
3,20,"with the children on Jolly Farm. ""
"
,,
3,20,"""Goodbye for ever. Stewie. ""
"
,,
3,20,"I never got a chance to return
"
,,
3,20,"that sweater Lois gave me for Christmas. ""
"
,,
3,20,"""The receipt's on top of my bureau.
"
,,
3,20,"I'm probably over the 30-day return limit,
"
,,
3,20,"but I'm sure if you make a fuss,
"
,,
3,20,"they'll give you a store credit or something. ""
"
,,
3,20,"""It's actually not a horrible sweater. ""
"
,,
3,20,"""It's just I can't imagine when
"
,,
3,20,"I would ever wear it. You know?""
"
,,
3,20,"""I also left a button on the bureau. ""
"
,,
3,20,"""I'm not sure what it goes to,
"
,,
3,20,"but I can never bring myself
"
,,
3,20,"to throw a button away. ""
"
,,
3,20,"""I know as soon as I do, I'll find
"
,,
3,20,"the garment it goes to, and then it'II... ""
"
,,
3,20,"""Actually, could it have been from
"
,,
3,20,"the sweater? Did it have buttons? Hm. ""
"
,,
3,20,"""I should wrap this up before I start
"
,,
3,20,"to ramble. OK, goodbye for ever. ""
"
,,
3,20,"You know, it might be chilly in London.
"
,,
3,20,"I'm going to take the sweater. ""
"
,,
3,20,"Oh, my God!
"
,,
3,20,"One of these planes
"
,,
3,20,"must be going to London.
"
,,
3,20,"Queue up, children spit-spot.
"
,,
3,20,"Here are the tickets, miss. These are all ours.
"
,,
3,20,"Spit-spot, Albert Hall, meat and two veg,
"
,,
3,20,"Big Ben, Dave Clark Five, pip-pip, cheerio.
"
,,
3,20," Hot towel?
"
,,
3,20," Yes, thank you.
"
,,
3,20,"Well, come on!
"
,,
3,20," What the hell are you doing here?
"
,,
3,20," Taking you off this plane.
"
,,
3,20,"Think again, Rover.
"
,,
3,20,"Great. I'm stuck on a transatlantic flight
"
,,
3,20,"with a petulant runaway. Could it get worse?
"
,,
3,20,"You know what I hate
"
,,
3,20,"about flying? The peanuts.
"
,,
3,20,"First of all, you can't get 'em open.
"
,,
3,20,"Who are they trying to keep out of these?
"
,,
